"Estado","Variável","Mês","Sexo","Valor","Região","População"
"Rondônia","Morte por intervenção de Agente do Estado",2023-02-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2023-02-01,"Total",1,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2023-03-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2023-03-01,"Masculino",2,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2023-03-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2023-03-01,"Total",2,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2023-04-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2023-04-01,"Masculino",0,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2023-04-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2023-04-01,"Total",0,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2023-05-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2023-05-01,"Masculino",0,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2023-05-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2023-05-01,"Total",0,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2023-06-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2023-06-01,"Masculino",1,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2023-06-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2023-06-01,"Total",1,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2023-07-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2023-07-01,"Masculino",0,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2023-07-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2023-07-01,"Total",0,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2023-08-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2023-08-01,"Masculino",1,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2023-08-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2023-08-01,"Total",1,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2023-09-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2023-09-01,"Masculino",2,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2023-09-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2023-09-01,"Total",2,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2023-10-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2023-10-01,"Masculino",0,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2023-10-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2023-10-01,"Total",0,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2023-11-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2023-11-01,"Masculino",0,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2023-11-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2023-11-01,"Total",0,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2023-12-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2023-12-01,"Masculino",0,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2023-12-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2023-12-01,"Total",0,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2024-01-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2024-01-01,"Masculino",0,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2024-01-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2024-01-01,"Total",0,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2024-02-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2024-02-01,"Masculino",0,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2024-02-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2024-02-01,"Total",0,"Norte",1581196
"Rondônia","Morte por intervenção de Agente do Estado",2024-03-01,"Feminino",0,"Norte",787987
"Rondônia","Morte por intervenção de Agente do Estado",2024-03-01,"Masculino",0,"Norte",793209
"Rondônia","Morte por intervenção de Agente do Estado",2024-03-01,"Não informado",0,"Norte",NA
"Rondônia","Morte por intervenção de Agente do Estado",2024-03-01,"Total",0,"Norte",1581196
"Roraima","Estupro",2019-01-01,"Feminino",17,"Norte",320392
"Roraima","Estupro",2019-01-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2019-01-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2019-01-01,"Total",19,"Norte",636707
"Roraima","Estupro",2019-02-01,"Feminino",13,"Norte",320392
"Roraima","Estupro",2019-02-01,"Masculino",0,"Norte",316315
"Roraima","Estupro",2019-02-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2019-02-01,"Total",13,"Norte",636707
"Roraima","Estupro",2019-03-01,"Feminino",24,"Norte",320392
"Roraima","Estupro",2019-03-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2019-03-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2019-03-01,"Total",30,"Norte",636707
"Roraima","Estupro",2019-04-01,"Feminino",25,"Norte",320392
"Roraima","Estupro",2019-04-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2019-04-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2019-04-01,"Total",27,"Norte",636707
"Roraima","Estupro",2019-05-01,"Feminino",16,"Norte",320392
"Roraima","Estupro",2019-05-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2019-05-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2019-05-01,"Total",19,"Norte",636707
"Roraima","Estupro",2019-06-01,"Feminino",33,"Norte",320392
"Roraima","Estupro",2019-06-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2019-06-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2019-06-01,"Total",35,"Norte",636707
"Roraima","Estupro",2019-07-01,"Feminino",25,"Norte",320392
"Roraima","Estupro",2019-07-01,"Masculino",1,"Norte",316315
"Roraima","Estupro",2019-07-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2019-07-01,"Total",26,"Norte",636707
"Roraima","Estupro",2019-08-01,"Feminino",30,"Norte",320392
"Roraima","Estupro",2019-08-01,"Masculino",4,"Norte",316315
"Roraima","Estupro",2019-08-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2019-08-01,"Total",35,"Norte",636707
"Roraima","Estupro",2019-09-01,"Feminino",24,"Norte",320392
"Roraima","Estupro",2019-09-01,"Masculino",1,"Norte",316315
"Roraima","Estupro",2019-09-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2019-09-01,"Total",25,"Norte",636707
"Roraima","Estupro",2019-10-01,"Feminino",28,"Norte",320392
"Roraima","Estupro",2019-10-01,"Masculino",3,"Norte",316315
"Roraima","Estupro",2019-10-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2019-10-01,"Total",31,"Norte",636707
"Roraima","Estupro",2019-11-01,"Feminino",32,"Norte",320392
"Roraima","Estupro",2019-11-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2019-11-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2019-11-01,"Total",38,"Norte",636707
"Roraima","Estupro",2019-12-01,"Feminino",18,"Norte",320392
"Roraima","Estupro",2019-12-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2019-12-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2019-12-01,"Total",21,"Norte",636707
"Roraima","Estupro",2020-01-01,"Feminino",18,"Norte",320392
"Roraima","Estupro",2020-01-01,"Masculino",4,"Norte",316315
"Roraima","Estupro",2020-01-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2020-01-01,"Total",22,"Norte",636707
"Roraima","Estupro",2020-02-01,"Feminino",36,"Norte",320392
"Roraima","Estupro",2020-02-01,"Masculino",10,"Norte",316315
"Roraima","Estupro",2020-02-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2020-02-01,"Total",46,"Norte",636707
"Roraima","Estupro",2020-03-01,"Feminino",19,"Norte",320392
"Roraima","Estupro",2020-03-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2020-03-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2020-03-01,"Total",21,"Norte",636707
"Roraima","Estupro",2020-04-01,"Feminino",19,"Norte",320392
"Roraima","Estupro",2020-04-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2020-04-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2020-04-01,"Total",22,"Norte",636707
"Roraima","Estupro",2020-05-01,"Feminino",16,"Norte",320392
"Roraima","Estupro",2020-05-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2020-05-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2020-05-01,"Total",18,"Norte",636707
"Roraima","Estupro",2020-06-01,"Feminino",25,"Norte",320392
"Roraima","Estupro",2020-06-01,"Masculino",3,"Norte",316315
"Roraima","Estupro",2020-06-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2020-06-01,"Total",28,"Norte",636707
"Roraima","Estupro",2020-07-01,"Feminino",28,"Norte",320392
"Roraima","Estupro",2020-07-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2020-07-01,"Não informado",2,"Norte",NA
"Roraima","Estupro",2020-07-01,"Total",32,"Norte",636707
"Roraima","Estupro",2020-08-01,"Feminino",35,"Norte",320392
"Roraima","Estupro",2020-08-01,"Masculino",4,"Norte",316315
"Roraima","Estupro",2020-08-01,"Não informado",3,"Norte",NA
"Roraima","Estupro",2020-08-01,"Total",42,"Norte",636707
"Roraima","Estupro",2020-09-01,"Feminino",39,"Norte",320392
"Roraima","Estupro",2020-09-01,"Masculino",6,"Norte",316315
"Roraima","Estupro",2020-09-01,"Não informado",5,"Norte",NA
"Roraima","Estupro",2020-09-01,"Total",50,"Norte",636707
"Roraima","Estupro",2020-10-01,"Feminino",40,"Norte",320392
"Roraima","Estupro",2020-10-01,"Masculino",4,"Norte",316315
"Roraima","Estupro",2020-10-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2020-10-01,"Total",45,"Norte",636707
"Roraima","Estupro",2020-11-01,"Feminino",45,"Norte",320392
"Roraima","Estupro",2020-11-01,"Masculino",4,"Norte",316315
"Roraima","Estupro",2020-11-01,"Não informado",2,"Norte",NA
"Roraima","Estupro",2020-11-01,"Total",51,"Norte",636707
"Roraima","Estupro",2020-12-01,"Feminino",32,"Norte",320392
"Roraima","Estupro",2020-12-01,"Masculino",3,"Norte",316315
"Roraima","Estupro",2020-12-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2020-12-01,"Total",35,"Norte",636707
"Roraima","Estupro",2021-01-01,"Feminino",35,"Norte",320392
"Roraima","Estupro",2021-01-01,"Masculino",6,"Norte",316315
"Roraima","Estupro",2021-01-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2021-01-01,"Total",41,"Norte",636707
"Roraima","Estupro",2021-02-01,"Feminino",27,"Norte",320392
"Roraima","Estupro",2021-02-01,"Masculino",1,"Norte",316315
"Roraima","Estupro",2021-02-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2021-02-01,"Total",28,"Norte",636707
"Roraima","Estupro",2021-03-01,"Feminino",47,"Norte",320392
"Roraima","Estupro",2021-03-01,"Masculino",6,"Norte",316315
"Roraima","Estupro",2021-03-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2021-03-01,"Total",54,"Norte",636707
"Roraima","Estupro",2021-04-01,"Feminino",49,"Norte",320392
"Roraima","Estupro",2021-04-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2021-04-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2021-04-01,"Total",51,"Norte",636707
"Roraima","Estupro",2021-05-01,"Feminino",44,"Norte",320392
"Roraima","Estupro",2021-05-01,"Masculino",3,"Norte",316315
"Roraima","Estupro",2021-05-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2021-05-01,"Total",48,"Norte",636707
"Roraima","Estupro",2021-06-01,"Feminino",46,"Norte",320392
"Roraima","Estupro",2021-06-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2021-06-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2021-06-01,"Total",49,"Norte",636707
"Roraima","Estupro",2021-07-01,"Feminino",47,"Norte",320392
"Roraima","Estupro",2021-07-01,"Masculino",6,"Norte",316315
"Roraima","Estupro",2021-07-01,"Não informado",4,"Norte",NA
"Roraima","Estupro",2021-07-01,"Total",57,"Norte",636707
"Roraima","Estupro",2021-08-01,"Feminino",43,"Norte",320392
"Roraima","Estupro",2021-08-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2021-08-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2021-08-01,"Total",48,"Norte",636707
"Roraima","Estupro",2021-09-01,"Feminino",37,"Norte",320392
"Roraima","Estupro",2021-09-01,"Masculino",3,"Norte",316315
"Roraima","Estupro",2021-09-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2021-09-01,"Total",41,"Norte",636707
"Roraima","Estupro",2021-10-01,"Feminino",44,"Norte",320392
"Roraima","Estupro",2021-10-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2021-10-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2021-10-01,"Total",50,"Norte",636707
"Roraima","Estupro",2021-11-01,"Feminino",46,"Norte",320392
"Roraima","Estupro",2021-11-01,"Masculino",4,"Norte",316315
"Roraima","Estupro",2021-11-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2021-11-01,"Total",50,"Norte",636707
"Roraima","Estupro",2021-12-01,"Feminino",45,"Norte",320392
"Roraima","Estupro",2021-12-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2021-12-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2021-12-01,"Total",47,"Norte",636707
"Roraima","Estupro",2022-01-01,"Feminino",45,"Norte",320392
"Roraima","Estupro",2022-01-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2022-01-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2022-01-01,"Total",50,"Norte",636707
"Roraima","Estupro",2022-02-01,"Feminino",46,"Norte",320392
"Roraima","Estupro",2022-02-01,"Masculino",1,"Norte",316315
"Roraima","Estupro",2022-02-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2022-02-01,"Total",47,"Norte",636707
"Roraima","Estupro",2022-03-01,"Feminino",70,"Norte",320392
"Roraima","Estupro",2022-03-01,"Masculino",3,"Norte",316315
"Roraima","Estupro",2022-03-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2022-03-01,"Total",73,"Norte",636707
"Roraima","Estupro",2022-04-01,"Feminino",66,"Norte",320392
"Roraima","Estupro",2022-04-01,"Masculino",0,"Norte",316315
"Roraima","Estupro",2022-04-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2022-04-01,"Total",66,"Norte",636707
"Roraima","Estupro",2022-05-01,"Feminino",80,"Norte",320392
"Roraima","Estupro",2022-05-01,"Masculino",4,"Norte",316315
"Roraima","Estupro",2022-05-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2022-05-01,"Total",85,"Norte",636707
"Roraima","Estupro",2022-06-01,"Feminino",60,"Norte",320392
"Roraima","Estupro",2022-06-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2022-06-01,"Não informado",2,"Norte",NA
"Roraima","Estupro",2022-06-01,"Total",67,"Norte",636707
"Roraima","Estupro",2022-07-01,"Feminino",62,"Norte",320392
"Roraima","Estupro",2022-07-01,"Masculino",12,"Norte",316315
"Roraima","Estupro",2022-07-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2022-07-01,"Total",74,"Norte",636707
"Roraima","Estupro",2022-08-01,"Feminino",70,"Norte",320392
"Roraima","Estupro",2022-08-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2022-08-01,"Não informado",2,"Norte",NA
"Roraima","Estupro",2022-08-01,"Total",74,"Norte",636707
"Roraima","Estupro",2022-09-01,"Feminino",62,"Norte",320392
"Roraima","Estupro",2022-09-01,"Masculino",4,"Norte",316315
"Roraima","Estupro",2022-09-01,"Não informado",3,"Norte",NA
"Roraima","Estupro",2022-09-01,"Total",69,"Norte",636707
"Roraima","Estupro",2022-10-01,"Feminino",61,"Norte",320392
"Roraima","Estupro",2022-10-01,"Masculino",12,"Norte",316315
"Roraima","Estupro",2022-10-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2022-10-01,"Total",73,"Norte",636707
"Roraima","Estupro",2022-11-01,"Feminino",47,"Norte",320392
"Roraima","Estupro",2022-11-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2022-11-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2022-11-01,"Total",49,"Norte",636707
"Roraima","Estupro",2022-12-01,"Feminino",65,"Norte",320392
"Roraima","Estupro",2022-12-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2022-12-01,"Não informado",3,"Norte",NA
"Roraima","Estupro",2022-12-01,"Total",73,"Norte",636707
"Roraima","Estupro",2023-01-01,"Feminino",45,"Norte",320392
"Roraima","Estupro",2023-01-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2023-01-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2023-01-01,"Total",50,"Norte",636707
"Roraima","Estupro",2023-02-01,"Feminino",46,"Norte",320392
"Roraima","Estupro",2023-02-01,"Masculino",1,"Norte",316315
"Roraima","Estupro",2023-02-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2023-02-01,"Total",48,"Norte",636707
"Roraima","Estupro",2023-03-01,"Feminino",69,"Norte",320392
"Roraima","Estupro",2023-03-01,"Masculino",11,"Norte",316315
"Roraima","Estupro",2023-03-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2023-03-01,"Total",81,"Norte",636707
"Roraima","Estupro",2023-04-01,"Feminino",49,"Norte",320392
"Roraima","Estupro",2023-04-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2023-04-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2023-04-01,"Total",55,"Norte",636707
"Roraima","Estupro",2023-05-01,"Feminino",51,"Norte",320392
"Roraima","Estupro",2023-05-01,"Masculino",10,"Norte",316315
"Roraima","Estupro",2023-05-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2023-05-01,"Total",61,"Norte",636707
"Roraima","Estupro",2023-06-01,"Feminino",62,"Norte",320392
"Roraima","Estupro",2023-06-01,"Masculino",4,"Norte",316315
"Roraima","Estupro",2023-06-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2023-06-01,"Total",66,"Norte",636707
"Roraima","Estupro",2023-07-01,"Feminino",60,"Norte",320392
"Roraima","Estupro",2023-07-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2023-07-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2023-07-01,"Total",65,"Norte",636707
"Roraima","Estupro",2023-08-01,"Feminino",45,"Norte",320392
"Roraima","Estupro",2023-08-01,"Masculino",8,"Norte",316315
"Roraima","Estupro",2023-08-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2023-08-01,"Total",54,"Norte",636707
"Roraima","Estupro",2023-09-01,"Feminino",57,"Norte",320392
"Roraima","Estupro",2023-09-01,"Masculino",4,"Norte",316315
"Roraima","Estupro",2023-09-01,"Não informado",4,"Norte",NA
"Roraima","Estupro",2023-09-01,"Total",65,"Norte",636707
"Roraima","Estupro",2023-10-01,"Feminino",63,"Norte",320392
"Roraima","Estupro",2023-10-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2023-10-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2023-10-01,"Total",68,"Norte",636707
"Roraima","Estupro",2023-11-01,"Feminino",50,"Norte",320392
"Roraima","Estupro",2023-11-01,"Masculino",5,"Norte",316315
"Roraima","Estupro",2023-11-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2023-11-01,"Total",55,"Norte",636707
"Roraima","Estupro",2023-12-01,"Feminino",48,"Norte",320392
"Roraima","Estupro",2023-12-01,"Masculino",6,"Norte",316315
"Roraima","Estupro",2023-12-01,"Não informado",0,"Norte",NA
"Roraima","Estupro",2023-12-01,"Total",54,"Norte",636707
"Roraima","Estupro",2024-01-01,"Feminino",29,"Norte",320392
"Roraima","Estupro",2024-01-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2024-01-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2024-01-01,"Total",32,"Norte",636707
"Roraima","Estupro",2024-02-01,"Feminino",8,"Norte",320392
"Roraima","Estupro",2024-02-01,"Masculino",1,"Norte",316315
"Roraima","Estupro",2024-02-01,"Não informado",1,"Norte",NA
"Roraima","Estupro",2024-02-01,"Total",10,"Norte",636707
"Roraima","Estupro",2024-03-01,"Feminino",44,"Norte",320392
"Roraima","Estupro",2024-03-01,"Masculino",2,"Norte",316315
"Roraima","Estupro",2024-03-01,"Não informado",2,"Norte",NA
"Roraima","Estupro",2024-03-01,"Total",48,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-01-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-01-01,"Masculino",1,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-01-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-01-01,"Total",1,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-02-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-02-01,"Masculino",2,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-02-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-02-01,"Total",2,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-03-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-03-01,"Masculino",1,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-03-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-03-01,"Total",1,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-04-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-04-01,"Masculino",1,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-04-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-04-01,"Total",1,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-05-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-05-01,"Masculino",0,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-05-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-05-01,"Total",0,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-06-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-06-01,"Masculino",0,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-06-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-06-01,"Total",0,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-07-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-07-01,"Masculino",2,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-07-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-07-01,"Total",2,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-08-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-08-01,"Masculino",2,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-08-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-08-01,"Total",2,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-09-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-09-01,"Masculino",1,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-09-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-09-01,"Total",1,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-10-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-10-01,"Masculino",0,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-10-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-10-01,"Total",0,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-11-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-11-01,"Masculino",1,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-11-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-11-01,"Total",1,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2019-12-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2019-12-01,"Masculino",2,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2019-12-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2019-12-01,"Total",2,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2020-01-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2020-01-01,"Masculino",0,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2020-01-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2020-01-01,"Total",0,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2020-02-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2020-02-01,"Masculino",4,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2020-02-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2020-02-01,"Total",4,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2020-03-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2020-03-01,"Masculino",0,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2020-03-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2020-03-01,"Total",0,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2020-04-01,"Feminino",1,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2020-04-01,"Masculino",2,"Norte",316315
"Roraima","Morte por intervenção de Agente do Estado",2020-04-01,"Não informado",0,"Norte",NA
"Roraima","Morte por intervenção de Agente do Estado",2020-04-01,"Total",3,"Norte",636707
"Roraima","Morte por intervenção de Agente do Estado",2020-05-01,"Feminino",0,"Norte",320392
"Roraima","Morte por intervenção de Agente do Estado",2020-05-01,"Masculino",0,"Norte",316315
